../dataset_synthetic/flyingthings3d/frames_finalpass_webp/TRAIN/C/0634/left/0006.webp,../dataset_synthetic/flyingthings3d/frames_finalpass_webp/TRAIN/C/0634/left/0007.webp,../dataset_synthetic/flyingthings3d/disparity/TRAIN/C/0634/left/0006.pfm,../dataset_synthetic/flyingthings3d/disparity/TRAIN/C/0634/left/0007.pfm,../dataset_synthetic/flyingthings3d/optical_flow/TRAIN/C/0634/into_future/left/OpticalFlowIntoFuture_0006_L.pfm,../dataset_synthetic/flyingthings3d/disparity_change/TRAIN/C/0634/into_future/left/0006.pfm
../dataset_synthetic/flyingthings3d/frames_finalpass_webp/TRAIN/C/0634/left/0007.webp,../dataset_synthetic/flyingthings3d/frames_finalpass_webp/TRAIN/C/0634/left/0008.webp,../dataset_synthetic/flyingthings3d/disparity/TRAIN/C/0634/left/0007.pfm,../dataset_synthetic/flyingthings3d/disparity/TRAIN/C/0634/left/0008.pfm,../dataset_synthetic/flyingthings3d/optical_flow/TRAIN/C/0634/into_future/left/OpticalFlowIntoFuture_0007_L.pfm,../dataset_synthetic/flyingthings3d/disparity_change/TRAIN/C/0634/into_future/left/0007.pfm
../dataset_synthetic/flyingthings3d/frames_finalpass_webp/TRAIN/C/0634/left/0008.webp,../dataset_synthetic/flyingthings3d/frames_finalpass_webp/TRAIN/C/0634/left/0009.webp,../dataset_synthetic/flyingthings3d/disparity/TRAIN/C/0634/left/0008.pfm,../dataset_synthetic/flyingthings3d/disparity/TRAIN/C/0634/left/0009.pfm,../dataset_synthetic/flyingthings3d/optical_flow/TRAIN/C/0634/into_future/left/OpticalFlowIntoFuture_0008_L.pfm,../dataset_synthetic/flyingthings3d/disparity_change/TRAIN/C/0634/into_future/left/0008.pfm
../dataset_synthetic/flyingthings3d/frames_finalpass_webp/TRAIN/C/0634/left/0009.webp,../dataset_synthetic/flyingthings3d/frames_finalpass_webp/TRAIN/C/0634/left/0010.webp,../dataset_synthetic/flyingthings3d/disparity/TRAIN/C/0634/left/0009.pfm,../dataset_synthetic/flyingthings3d/disparity/TRAIN/C/0634/left/0010.pfm,../dataset_synthetic/flyingthings3d/optical_flow/TRAIN/C/0634/into_future/left/OpticalFlowIntoFuture_0009_L.pfm,../dataset_synthetic/flyingthings3d/disparity_change/TRAIN/C/0634/into_future/left/0009.pfm
../dataset_synthetic/flyingthings3d/frames_finalpass_webp/TRAIN/C/0634/left/0010.webp,../dataset_synthetic/flyingthings3d/frames_finalpass_webp/TRAIN/C/0634/left/0011.webp,../dataset_synthetic/flyingthings3d/disparity/TRAIN/C/0634/left/0010.pfm,../dataset_synthetic/flyingthings3d/disparity/TRAIN/C/0634/left/0011.pfm,../dataset_synthetic/flyingthings3d/optical_flow/TRAIN/C/0634/into_future/left/OpticalFlowIntoFuture_0010_L.pfm,../dataset_synthetic/flyingthings3d/disparity_change/TRAIN/C/0634/into_future/left/0010.pfm
../dataset_synthetic/flyingthings3d/frames_finalpass_webp/TRAIN/C/0634/left/0011.webp,../dataset_synthetic/flyingthings3d/frames_finalpass_webp/TRAIN/C/0634/left/0012.webp,../dataset_synthetic/flyingthings3d/disparity/TRAIN/C/0634/left/0011.pfm,../dataset_synthetic/flyingthings3d/disparity/TRAIN/C/0634/left/0012.pfm,../dataset_synthetic/flyingthings3d/optical_flow/TRAIN/C/0634/into_future/left/OpticalFlowIntoFuture_0011_L.pfm,../dataset_synthetic/flyingthings3d/disparity_change/TRAIN/C/0634/into_future/left/0011.pfm
../dataset_synthetic/flyingthings3d/frames_finalpass_webp/TRAIN/C/0634/left/0012.webp,../dataset_synthetic/flyingthings3d/frames_finalpass_webp/TRAIN/C/0634/left/0013.webp,../dataset_synthetic/flyingthings3d/disparity/TRAIN/C/0634/left/0012.pfm,../dataset_synthetic/flyingthings3d/disparity/TRAIN/C/0634/left/0013.pfm,../dataset_synthetic/flyingthings3d/optical_flow/TRAIN/C/0634/into_future/left/OpticalFlowIntoFuture_0012_L.pfm,../dataset_synthetic/flyingthings3d/disparity_change/TRAIN/C/0634/into_future/left/0012.pfm
../dataset_synthetic/flyingthings3d/frames_finalpass_webp/TRAIN/C/0634/left/0013.webp,../dataset_synthetic/flyingthings3d/frames_finalpass_webp/TRAIN/C/0634/left/0014.webp,../dataset_synthetic/flyingthings3d/disparity/TRAIN/C/0634/left/0013.pfm,../dataset_synthetic/flyingthings3d/disparity/TRAIN/C/0634/left/0014.pfm,../dataset_synthetic/flyingthings3d/optical_flow/TRAIN/C/0634/into_future/left/OpticalFlowIntoFuture_0013_L.pfm,../dataset_synthetic/flyingthings3d/disparity_change/TRAIN/C/0634/into_future/left/0013.pfm
../dataset_synthetic/flyingthings3d/frames_finalpass_webp/TRAIN/C/0634/left/0014.webp,../dataset_synthetic/flyingthings3d/frames_finalpass_webp/TRAIN/C/0634/left/0015.webp,../dataset_synthetic/flyingthings3d/disparity/TRAIN/C/0634/left/0014.pfm,../dataset_synthetic/flyingthings3d/disparity/TRAIN/C/0634/left/0015.pfm,../dataset_synthetic/flyingthings3d/optical_flow/TRAIN/C/0634/into_future/left/OpticalFlowIntoFuture_0014_L.pfm,../dataset_synthetic/flyingthings3d/disparity_change/TRAIN/C/0634/into_future/left/0014.pfm
../dataset_synthetic/flyingthings3d/frames_finalpass_webp/TRAIN/C/0724/left/0006.webp,../dataset_synthetic/flyingthings3d/frames_finalpass_webp/TRAIN/C/0724/left/0007.webp,../dataset_synthetic/flyingthings3d/disparity/TRAIN/C/0724/left/0006.pfm,../dataset_synthetic/flyingthings3d/disparity/TRAIN/C/0724/left/0007.pfm,../dataset_synthetic/flyingthings3d/optical_flow/TRAIN/C/0724/into_future/left/OpticalFlowIntoFuture_0006_L.pfm,../dataset_synthetic/flyingthings3d/disparity_change/TRAIN/C/0724/into_future/left/0006.pfm
